Committee,Subcommittee,Full_Name,State
Committee on Small Business,Economic Growth. Tax. and Capital Access Subcommittee,Daniel Meuser,PA
Committee on Small Business,Economic Growth. Tax. and Capital Access Subcommittee,Nick LaLota,NY
Committee on Small Business,Economic Growth. Tax. and Capital Access Subcommittee,"Robert P. Bresnahan, Jr.",PA
Committee on Small Business,Economic Growth. Tax. and Capital Access Subcommittee,Kimberlyn King-Hinds,MP
Committee on Small Business,Economic Growth. Tax. and Capital Access Subcommittee,LaMonica McIver,NJ
Committee on Small Business,Economic Growth. Tax. and Capital Access Subcommittee,Morgan McGarvey,KY
Committee on Small Business,Economic Growth. Tax. and Capital Access Subcommittee,George Latimer,NY
Committee on Small Business,Economic Growth. Tax. and Capital Access Subcommittee,"Herbert C. Conaway, Jr.",NJ
Committee on Small Business,Economic Growth. Tax. and Capital Access Subcommittee,Maggie Goodlander,NH
Committee on Small Business,Innovation. Entrepreneurship. and Workforce Development Subcommittee,Brian Jack,GA
Committee on Small Business,Innovation. Entrepreneurship. and Workforce Development Subcommittee,Tony Wied,WI
Committee on Small Business,Innovation. Entrepreneurship. and Workforce Development Subcommittee,"Robert P. Bresnahan, Jr.",PA
Committee on Small Business,Innovation. Entrepreneurship. and Workforce Development Subcommittee,Troy Downing,MT
Committee on Small Business,Innovation. Entrepreneurship. and Workforce Development Subcommittee,Derek Schmidt,KS
Committee on Small Business,Innovation. Entrepreneurship. and Workforce Development Subcommittee,Jimmy Patronis,FL
Committee on Small Business,Innovation. Entrepreneurship. and Workforce Development Subcommittee,Hillary J. Scholten,MI
Committee on Small Business,Innovation. Entrepreneurship. and Workforce Development Subcommittee,Lateefah Simon,CA
Committee on Small Business,Innovation. Entrepreneurship. and Workforce Development Subcommittee,"Johnny Olszewski, Jr.",MD
Committee on Small Business,Innovation. Entrepreneurship. and Workforce Development Subcommittee,Morgan McGarvey,KY
Committee on Small Business,Innovation. Entrepreneurship. and Workforce Development Subcommittee,LaMonica McIver,NJ
Committee on Small Business,Oversight. Investigations. and Regulations Subcommittee,Mark Alford,MO
Committee on Small Business,Oversight. Investigations. and Regulations Subcommittee,Beth Van Duyne,TX
Committee on Small Business,Oversight. Investigations. and Regulations Subcommittee,Brad Finstad,MN
Committee on Small Business,Oversight. Investigations. and Regulations Subcommittee,Troy Downing,MT
Committee on Small Business,Oversight. Investigations. and Regulations Subcommittee,Jimmy Patronis,FL
Committee on Small Business,Oversight. Investigations. and Regulations Subcommittee,Derek Tran,CA
Committee on Small Business,Oversight. Investigations. and Regulations Subcommittee,"Gilbert Ray Cisneros, Jr.",CA
Committee on Small Business,Oversight. Investigations. and Regulations Subcommittee,LaMonica McIver,NJ
Committee on Small Business,Oversight. Investigations. and Regulations Subcommittee,Lateefah Simon,CA
Committee on Small Business,Oversight. Investigations. and Regulations Subcommittee,Maggie Goodlander,NH
Committee on Small Business,Rural Development. Energy. and Supply Chains Subcommittee,Jake Ellzey,TX
Committee on Small Business,Rural Development. Energy. and Supply Chains Subcommittee,Pete Stauber,MN
Committee on Small Business,Rural Development. Energy. and Supply Chains Subcommittee,Brad Finstad,MN
Committee on Small Business,Rural Development. Energy. and Supply Chains Subcommittee,Tony Wied,WI
Committee on Small Business,Rural Development. Energy. and Supply Chains Subcommittee,Derek Schmidt,KS
Committee on Small Business,Rural Development. Energy. and Supply Chains Subcommittee,Jimmy Patronis,FL
Committee on Small Business,Rural Development. Energy. and Supply Chains Subcommittee,Kelly Morrison,MN
Committee on Small Business,Rural Development. Energy. and Supply Chains Subcommittee,"Johnny Olszewski, Jr.",MD
Committee on Small Business,Rural Development. Energy. and Supply Chains Subcommittee,Maggie Goodlander,NH
Committee on Small Business,Rural Development. Energy. and Supply Chains Subcommittee,Hillary J. Scholten,MI
Committee on Small Business,Rural Development. Energy. and Supply Chains Subcommittee,N/A,N/A
Committee on Transportation and Infrastructure,Aviation Subcommittee,Troy E. Nehls,TX
Committee on Transportation and Infrastructure,Aviation Subcommittee,Thomas Massie,KY
Committee on Transportation and Infrastructure,Aviation Subcommittee,Scott Perry,PA
Committee on Transportation and Infrastructure,Aviation Subcommittee,Brian J. Mast,FL
Committee on Transportation and Infrastructure,Aviation Subcommittee,Pete Stauber,MN
Committee on Transportation and Infrastructure,Aviation Subcommittee,Tim Burchett,TN
Committee on Transportation and Infrastructure,Aviation Subcommittee,Dusty Johnson,SD
Committee on Transportation and Infrastructure,Aviation Subcommittee,Jefferson Van Drew,NJ
Committee on Transportation and Infrastructure,Aviation Subcommittee,Tracey Mann,KS
Committee on Transportation and Infrastructure,Aviation Subcommittee,Burgess Owens,UT
Committee on Transportation and Infrastructure,Aviation Subcommittee,Tony Wied,WI
Committee on Transportation and Infrastructure,Aviation Subcommittee,Tom Barrett,MI
Committee on Transportation and Infrastructure,Aviation Subcommittee,Nicholas J. Begich III,AK
Committee on Transportation and Infrastructure,Aviation Subcommittee,"Robert P. Bresnahan, Jr.",PA
Committee on Transportation and Infrastructure,Aviation Subcommittee,Jeff Hurd,CO
Committee on Transportation and Infrastructure,Aviation Subcommittee,Jefferson Shreve,IN
Committee on Transportation and Infrastructure,Aviation Subcommittee,Addison P. McDowell,NC
Committee on Transportation and Infrastructure,Aviation Subcommittee,Brad Knott,NC
Committee on Transportation and Infrastructure,Aviation Subcommittee,Kimberlyn King-Hinds,MP
Committee on Transportation and Infrastructure,Aviation Subcommittee,"Robert F. Onder, Jr.",MO
Committee on Transportation and Infrastructure,Aviation Subcommittee,N/A,N/A
Committee on Transportation and Infrastructure,Aviation Subcommittee,Sam Graves,MO
Committee on Transportation and Infrastructure,Aviation Subcommittee,Steve Cohen,TN
Committee on Transportation and Infrastructure,Aviation Subcommittee,Sharice Davids,KS
Committee on Transportation and Infrastructure,Aviation Subcommittee,Hillary J. Scholten,MI
Committee on Transportation and Infrastructure,Aviation Subcommittee,Robert Garcia,CA
Committee on Transportation and Infrastructure,Aviation Subcommittee,"Henry C. ""Hank"" Johnson, Jr.",GA
Committee on Transportation and Infrastructure,Aviation Subcommittee,André Carson,IN
Committee on Transportation and Infrastructure,Aviation Subcommittee,Julia Brownley,CA
Committee on Transportation and Infrastructure,Aviation Subcommittee,Frederica S. Wilson,FL
Committee on Transportation and Infrastructure,Aviation Subcommittee,Mark DeSaulnier,CA
Committee on Transportation and Infrastructure,Aviation Subcommittee,Valerie P. Foushee,NC
Committee on Transportation and Infrastructure,Aviation Subcommittee,Christopher R. Deluzio,PA
Committee on Transportation and Infrastructure,Aviation Subcommittee,Nellie Pou,NJ
Committee on Transportation and Infrastructure,Aviation Subcommittee,Laura Gillen,NY
Committee on Transportation and Infrastructure,Aviation Subcommittee,Eleanor Holmes Norton,DC
Committee on Transportation and Infrastructure,Aviation Subcommittee,Dina Titus,NV
Committee on Transportation and Infrastructure,Aviation Subcommittee,Salud O. Carbajal,CA
Committee on Transportation and Infrastructure,Aviation Subcommittee,Greg Stanton,AZ
Committee on Transportation and Infrastructure,Aviation Subcommittee,"Jesús G. ""Chuy"" García",IL
Committee on Transportation and Infrastructure,Aviation Subcommittee,Rick Larsen,WA
Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation Subcommittee,Mike Ezell,MS
Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation Subcommittee,Daniel Webster,FL
Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation Subcommittee,Brian J. Mast,FL
Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation Subcommittee,Jefferson Van Drew,NJ
Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation Subcommittee,Nicholas J. Begich III,AK
Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation Subcommittee,Addison P. McDowell,NC
Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation Subcommittee,N/A,N/A
Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation Subcommittee,Sam Graves,MO
Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation Subcommittee,Salud O. Carbajal,CA
Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation Subcommittee,Chris Pappas,NH
Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation Subcommittee,Marilyn Strickland,WA
Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation Subcommittee,Hillary J. Scholten,MI
Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation Subcommittee,Robert Garcia,CA
Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation Subcommittee,John Garamendi,CA
Committee on Transportation and Infrastructure,Coast Guard and Maritime Transportation Subcommittee,Rick Larsen,WA
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,Scott Perry,PA
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,Mike Ezell,MS
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,Kevin Kiley,CA
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,Tom Barrett,MI
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,"Robert P. Bresnahan, Jr.",PA
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,Kimberlyn King-Hinds,MP
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,Mike Kennedy,UT
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,"Robert F. Onder, Jr.",MO
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,Sam Graves,MO
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,Greg Stanton,AZ
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,Eleanor Holmes Norton,DC
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,Kristen McDonald Rivet,MI
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,Shomari Figures,AL
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,John Garamendi,CA
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,Dina Titus,NV
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,Laura Friedman,CA
Committee on Transportation and Infrastructure,Economic Development. Public Buildings. and Emergency Management Subcommittee,Rick Larsen,WA
Committee on Transportation and Infrastructure,Highways and Transit Subcommittee,David Rouzer,NC
Committee on Transportation and Infrastructure,Highways and Transit Subcommittee,"Eric A. ""Rick"" Crawford",AR
Committee on Transportation and Infrastructure,Highways and Transit Subcommittee,Daniel Webster,FL
Committee on Transportation and Infrastructure,Highways and Transit Subcommittee,Thomas Massie,KY
Committee on Transportation and Infrastructure,Highways and Transit Subcommittee,Brian Babin,TX
Committee on Transportation and Infrastructure,Highways and Transit Subcommittee,Mike Bost,IL
Committee on Transportation and Infrastructure,Highways and Transit Subcommittee,Doug LaMalfa,CA
Committee on Transportation and Infrastructure,Highways and Transit Subcommittee,Bruce Westerman,AR
Committee on Transportation and Infrastructure,Highways and Transit Subcommittee,Pete Stauber,MN
Committee on Transportation and Infrastructure,Highways and Transit Subcommittee,Tim Burchett,TN
Committee on Transportation and Infrastructure,Highways and Transit Subcommittee,Dusty Johnson,SD
Committee on Transportation and Infrastructure,Highways and Transit Subcommittee,Jefferson Van Drew,NJ
